,actives,decoys,cid
24850,C1CN(C1)C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=C(C6=C(N=CN=C65)N)C7=NC=CN=C7)F)O)C=C2,CNC(=O)Nc1ccc(C(Cc2cc[nH]n2)c2cccnc2)c(C(=O)N2CCn3ccnc3C2CCO)c1,166627439
24900,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC(C7)O,Cn1nc(C(C)(C)C)c(N=C(Nc2nc3conc3[nH]2)N2CCCCC2)c1C(=O)Nc1ccc2c(c1)=CCC=2,156304061
24950,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC(C7)N,CC1=NCNC(=O)c2nc(-c3nnc4[nH]c5ccc(CNc6c(C)c(C)cc(C)c6C=N)cc5n34)nc(C)c21,156304158
25000,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N(C)CCO,CC(C)c1nnc2ccc(-c3cccc(NC(=O)NC(C)(C)C(=O)Nc4cnn(-c5ccccc5)c4)c3)nn12,156304120
25050,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC(=O)C7,CCc1nn(-c2c(C(=O)NC3CCN(Cc4nnc5nc(C)ccn45)CC3)[nH]c3ccccc23)c(C)c1C=O,156304168
25100,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC(C7)F,O=C(CN(c1ccc(F)cc1)C1CCCc2cc3cn[nH]c3nc21)NCc1nnc2n1-c1ncccc1C2,156304063
25150,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N(C)C,Nc1nccc2nc(C(=O)N(Cc3cnn(-c4ccncc4)c3)c3ccc(CN4CC=CCC4)cc3)cnc12,156304042
25200,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7=O,COc1cccc2c1NC(=O)C(c1nc3cc(-n4nnc(-c5ccccc5)n4)ccc3[nH]1)=CN2C=NC(C)C,156304047
25250,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC(=C(C=C5)C(=O)N6CCOCC6)N,Cc1ccc(C=CC(=O)Nc2cccc(-c3cc(-c4ncc5c(C)n[nH]c5n4)[nH]c(=O)n3)n2)o1,156304165
25300,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC(=C(C=C5)C(=O)N(C)CC6CC6)N,COc1cc(-c2nc(C)c3c(n2)CCC3)ccc1C=CC(=O)NC(c1nnn[nH]1)c1nc2ccccc2[nH]1,156304084
25350,CC1=NN(C=C1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O)F,CCc1ccc(C(C)NC(=O)c2cccc(-n3c(=O)nc4n(c3=O)CC(Nc3cccc(F)n3)=NN4)c2)cc1,156327158
25400,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)O)NC,COc1c(C)nn(C)c1NC(=O)NCc1coc(CNc2ccc3c(c2)NCC(C)C3c2cncc(F)c2)n1,156327130
25450,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=NC=C6C=C5)NC7CC7)O)F,CCC1CC1NC(=O)Cn1cc(C=NN=C2Nc3nc(Oc4ccc(F)cc4)nc4c3C(CCC4)N2)c(O)n1,156327141
25500,CC(C)N1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)NC)O)F,CC(=NNCc1nc(C)nn1C1C=CC(C)C1)C1=C(C)Nc2[nH]c(=O)[nH]c(=O)c2C1c1cccc(OCF)c1,156327095
25550,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O)F,CN=c1[nH]c2c(n1C1CCN(C(=O)OCc3ccc4c(c3)[nH]c(=O)n4C)c3cc(C#N)ccc3N1)=CCC=2F,156326957
25600,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6CCC(CC6)(F)F)O)O)C=C1,CCC1CC1CC(=O)NC1C(C)CCCC1(C)CNc1nc2[nH]c(=O)[nH]c(=O)c2c2[nH]c(=O)c(C(F)F)cc12,156327097
25650,CC(C)N1C=C(N=C1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)NC)O)F,CC(NC(=O)NC1CCN(Cc2ccnc(-c3ccccc3F)c2)C(=O)C1)c1noc(Nc2ccc[nH]2)n1,156327045
25700,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=CC(=CC(=C6)F)F)F)O)C=C1,CC=c1c(=C(F)F)c(F)c(C)n1CC(C)Nc1ccc(NC(=O)NC(=O)Cc2n[nH]c3c2CC(O)CC3)cc1,156327013
25750,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=CN=C6C=C5)N7CCC7)O)F,CNCC1CCCCC1NC(=O)Nc1ccccc1NC(=O)n1nc(-c2cc(F)ncn2)nc1-c1ccco1,156327037
25800,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)NCCN(C)CCCCCC6=CC=CC=C6,CC(=CCCCc1c[nH]nc1-c1ccccc1CN1CCCC1)N(CC(=O)Nc1ccnc2[nH]nc(C)c12)c1ccc(C)cc1,156304105
25850,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NCCCN(C)C,CCCC(Nc1ccc(-n2cc(-c3nnnn3-c3ccc(C(=O)NCc4c[nH]nc4C)cc3)cn2)cc1)c1ccccc1,156304112
25900,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)NCCN(C)CCCC6=CC=CC=C6,CC(C)n1ncc(NCc2ccc(C=Cc3cc(CNc4nccc5c4CCC5)ccc3C=NNc3ccccc3)o2)n1,156304132
25950,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)NCCN(C)C,Cn1cc(-c2cccc(-n3nnnc3CC3CCNc4ccc(NC(=O)c5cnn(-c6ccc(F)cc6)c5)cc43)c2)cn1,156731613
26000,CCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N(C)CCN(C)C,CC=NNC(=Nc1ccccc1)NCCN(Cc1cn(-c2ccccc2)nn1)Cc1cn(-c2ccccc2C)nc1C,156304094
26050,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)O)N(C)CC7CC7,CC(N=c1c2cc(NC(=O)CC(c3ccccc3)c3ccccc3F)cnc2n(C)c(=O)n1C(C)CCN)c1ncno1,156326998
26100,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)N(C)CCS(=O)(=O)C)O)F,CC1OCCC1SCCC(=O)Nc1cc(N(CCc2nc3ccccc3[nH]2)C(=O)C(=O)Nn2cnn(C)c2=O)ccc1F,156327136
26150,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)O)N7CCOCC7,CCCC(C(=O)OC)N1C(=O)c2ccccc2NC1c1ccc(C(N)=CC(=O)Nc2nnnn2-c2ccccc2)cc1,166633069
26200,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=CC=C(O6)CNCCS(=O)(=O)C)C=C1.C(=O)(C(F)(F)F)O,CCC(NC(=O)Nc1ccnc(O)c1F)c1nc2ccc(NC(=O)N(Cc3nc(S)oc3C(=O)O)CC(C)C)cc2n1-c1ccc(F)cc1F,166629085
26250,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)NCCN(C)CCCCC6=CC=CC=C6,CCCN(Cc1ccccc1)Cc1cn(-c2ccc3c(c2)CCC3)c(CNC(=O)NC(C)c2n[nH]c(-c3ccccc3)n2)n1,156304099
26300,CC1(CCN(CC1)CC2=CC=C(C=C2)N3CC(=O)NC4(C3)CCN(CC4)C5=NC=NC(=C5)NC6CC6)C,CNC(=O)C1=CC(=CC(c2ccc(NC(C)C)cc2)N2CCCN(c3nc(C)cc(C)n3)C2)CCCN1,166132594
26350,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC(=O)NC5=NC(=CC=C5)N6CCC6,CCc1nc(C)n2nc(NC(=O)c3cc(C(=O)N(C)Cc4nc5nc(C)ccc5[nH]4)ccc3C)nc2n1,156304130
26400,CC1=CC=C(O1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)NC)O)F,CNC(=O)NC(=O)COc1cccc(-c2nc(-c3ccc(F)cc3C(=O)NC3CCCC(C)C3)n[nH]2)c1,156326954
26450,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=NC5=CC=CC=C5N=C4,CC1(NC(=O)c2ccnn2-c2ccc(Nc3nccn3-c3ccccc3)cc2)CCC1,163239137
26500,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=C(N=N4)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccc(C=C2N=CN(CCn3cnnc3-c3ccc(-c4cc[nH]n4)cc3)C2=O)cc1C,156461707
26550,CC1(CCN(CC1)CC2=NC=C(C=C2)N3CCOC4(C3)CCN(CC4)C5=NC=NC(=C5)NCC6=CC=CC=C6)C,CCNC1=Nc2ncnc(N(C)C)c2N(C(=O)C=Cc2cccc(CN3Cc4ccccc4C3)c2)C1C(C)(C)C,156587340
26600,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)CN(C)CC5CC5,CCc1n[nH]c(CC)c1CN1CCc2c(cnnc2Nc2cnn(C(C)C)c2)C1,156304134
26650,CNC1=NC2=C(C=CC(=C2)OCC3=NC(=CS3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,CCc1nc(Cl)ccc1-c1nnc(NC(=O)Nc2nn(-c3ccccc3)cc2C)s1,156304049
26700,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4CCCC5C4CNN5,CC(Cn1ccnc1CNC(=O)NC1CC1c1ccccc1N)c1ccccc1,168489989
26750,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CC4=CN(N=N4)C5=CC=CN6C5=CN=C6,Cc1[nH]c2cn3nc(Cc4ccccc4)nc3nc2c1CNCc1ccc(C#N)cc1,156442361
26800,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CC(C7)(CO)CO,CC(N)C(=O)NC(=O)Nc1ccccc1NC(=O)c1ccccc1-c1nc(Cc2ccn(C)n2)nn1-c1ccccc1,156304075
26850,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=CC(=N6)N7CCC7)C(=C5)F,CN1Cc2ccccc2C1=NNc1nc(NCc2ccc(-c3nnc(-c4ccc(F)cc4)o3)cc2)n[nH]1,156304065
26900,COCCN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7,Cc1ccc(N(Cc2ccncc2)C(=O)CCc2nnnn2-c2cccc(C(=O)Nc3c[nH]nc3C(C)C)c2)cc1,156304072
26950,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)C4=CC(=CC=C4)C(=O)NCC56CC(C5)(C6)F,N#Cc1ccc2c(c1)NC(=O)c1cnccc1N(CC(O)C(F)Br)CC(N)=C1CCCC1C2O,163239283
27000,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)CC=C)O)O)C=C1,Cc1ccc(Cn2c(=O)[nH]c3c(c2=O)C(c2c(-c4ccc(C)cc4)c(=O)[nH][nH]c2=O)NN3)cc1,156327049
27050,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=CC5=C(N=C(N=C54)C(=O)OC)N)F)O)C=C1,CC(CO)CNC(=O)c1ccc(-c2ccc(F)cn2)nc1C(=O)N1CC(NC(=O)NC=O)CC1C,166634057
27100,C1C[C@H]2[C@H](C[C@@H]1O2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1cc2[nH]c(CCC(=O)NC3COC4CN(C(=O)c5ccccc5)CC34)nc2c2c1CNC2,166632082
27150,C1=CC(=CC2=C1C=CC(=N2)N)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)O,Cc1cc(NC(=O)NNC(=O)Nc2cccc(C(=O)NC3COC(N)C3)c2)ccc1Br,166625870
27200,C1=CC(=CC2=C1C=CC(=N2)N)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC5=C(N=CN=C54)N)O)O,CC(NC(=O)CC(C)N(C)C(=O)Nc1cccc(O)c1)c1cc2c[nH]nc2[nH]c1=O,126637970
27250,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H](C[C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Cl)O)C=C1,COc1cc(CCN2CCNC(=O)c3c[nH]nc32)c(NC2NCCC2=C(C)Cl)cc1O,156327123
27300,C1=CC2=C(C=CN=C2C=C1OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)F)O)N,Cc1c2c(NC(=O)NC3CCc4c3cc(F)c(Br)c4O)cc(=O)[nH]c2nn1CCCN,156327066
27350,C1CC2(C1)CCN(C2)CCC/C=C/[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)O,CCc1n[nH]c(C)c1CC(C(=O)Nc1ccccc1N=C1CCC(C(N)=O)O1)C(C)Br,163239201
27400,C1CCN2C(=NC(=CC2=O)C(=O)NCC3=CC4=C(C=C3)C=C(N4)CNCC5CCC5)C1,C=CC(=CC)N=C1NCCN1Cc1cccc(C(=O)NNC(=O)c2ccc(C)cc2)c1,156748994
27450,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)F)O)N,CC(NC(=O)Nc1cocc1F)C(=O)Nc1ccc(NC2=NCc3ccc(Br)cc3N2)cc1,166628309
27500,CN(C)C1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC5=C(N=CN=C54)N)O)O)C=C1,CC1Cc2ccccc2N(C=CN=c2nc(C(O)CNC(=O)C3CCCO3)[nH][nH]c2=O)C1,126637528
27550,CCNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC5=C(N=CN=C54)N)O)O)C=C1,CCc1cc(C)c2[nH]cc(NC(=O)NC(C)C(=O)OCC(=O)Nc3cc(C)[nH]n3)c2c1,156326997
27600,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=C(N=C54)N)N)Br)F)O)C=C1,C=C(F)C(=C)C1=NC(Br)NC(=O)C1C(=O)NC(=O)Nc1ccc(-c2cn(CC)c(N)n2)cc1,156327110
27650,CNC1=NC2=NC(=NC=C2C=C1)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)Br)O)O,CC(NC(=O)NO)C1OCCC1NC(=O)c1c(N)nc2cc(Br)ccc2c1-n1cncn1,166632717
27700,CCCC(=O)C1=CN(C2=NC=NC(=C12)N)[C@H]3[C@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)NC)O)F,Cc1oc(CN(C)C(=O)C=Cc2ccc(F)c(C(C)NC(=O)NCC#N)n2)cc1C(=O)NC1CC1C,164570044
27750,CN(C)CCNC1=CC(=NC2=C1C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C6CCC6,Cn1cc(-c2cccc(NC(=O)C3(NCc4ccccc4)CCN(c4nc(C5CCC5)n[nH]4)CC3)c2)cn1,156304005
27800,CCC1=CC(=C2C(=N1)C=C(C=N2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N7CCOCC7,CCC(C)Cc1nc(-n2ccc(NC(=O)c3ccccc3-c3ccc(N(C)C)cc3)n2)nc2c1c(=O)[nH]c1ncnn12,156304073
27850,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=C5C=NNC5=CC=C4,Cc1[nH]ccc1-c1cccc(Cn2c(=O)n(CC(C)CCN)c3ccccc32)n1,156461655
27900,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)N,O=C(NCc1ccc(-c2nc[nH]n2)cc1)Nc1cccc(Nc2ccc(Cl)cn2)c1,166039042
27950,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1ccc2c(c1)nc(C1CC1)n2CCCc1nccc(Nc2c(Cl)nc[nH]c2=O)n1,156296242
28000,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)N,CCNCc1ccc(-c2n[nH]c(=Nc3cccc(C(=O)Nc4ccccc4)n3)[nH]2)cc1,166039041
28050,C1=CC(=CC2=C1C=CC(=N2)N)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N,Cc1cc(C(=O)Cn2c(N)nc3nc4cnccc4nc32)c(N)c2c1CCCC2,166039035
28100,CC1=CC2=C(N=CN=C2N1C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)NC)N,Cc1nn(CCNC(=O)NCc2nc3[nH]ncc3c(-c3ccccc3)c2C)c(C)c1C,156303963
28150,CC1=C2C=CN(C2=NC=N1)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)NC,Cc1ccc(-c2nnc(NC(=O)c3cc(C)nc(C)n3)n2Cc2ccccc2)cc1,166039028
28200,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=NC=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C=C1,Cc1cc(-c2nc(N)cc(Nc3ccnn3-c3ccccc3)n2)c2c(c1Cl)CNC2=O,156304010
28250,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CN4C=CC(=C4)C5CCCC6C5CNN6,CNc1ccc2c(c1)C1CCCCC1NC(c1cccc(-c3[nH]nc(C)c3C#N)c1)C2,168489996
28300,CCCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N,CCN(CCCn1ccc2c(C#N)cccc21)c1nc(N)c2c(NC3CCc4ccc(C)cc43)n[nH]c2n1,156304035
28350,C1C[C@H](OC1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O)F,Cn1c(=O)c(=O)[nH]c2ccc(NC(=O)c3cccc(N(C(=O)C4C(N)C4C#N)c4ccc(F)cc4)c3)cc21,164610109
28400,CCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)NCCOC,Cc1ccc(-c2nc(CNc3ccc(C)n4ncc(CNC(=O)CNCCc5cn6ccccc6n5)c34)c[nH]2)cc1,156304091
28450,CCC1=CC(=C2C(=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)NCCN(C)C,Cc1cnc(CNCCCn2cnnc2C2CCN(c3ccc(-c4ccc(F)cn4)c(NCc4ccccn4)c3)CC2)[nH]1,156304081
28500,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)CCC5=CC6=NC(=C(C=C6C=C5)Br)N,CCCc1nnc(-c2c(-c3ccc(-c4ccc5c(c4)CCCN5)c(Br)c3)nn(-c3cn[nH]c3)c2N)[nH]1,156304023
28550,CC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)Cl)NCCN(C)C,CCc1nc2[nH]c(CN3CC(=CC(=O)NCc4ccc(Cl)cc4)c4ccccc4C3)nc3n[nH]c1n32,166039049
28600,CCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N(C)CCOC,CCc1cccc(CCN(CCC(=O)Nc2cccc3cccnc23)c2ccnc(N=c3[nH][nH]c4nccn34)c2C)c1,156303996
28650,CCC1=NC(=C2C=CN(C2=N1)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)NC)N,CC1=CC(=CN)c2cnc3[nH]ncc3c2N1CC(=O)Nc1ccc(-c2cccnc2)cc1,166039030
28700,CC(C)(C)C1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=C1)N,Cc1cc2c(cc1CNC(=O)c1[nH]ncc1-c1nc3ccccc3[nH]1)C1CCCCC1=NN2,156304003
28750,CCC1=C(C=C(C=N1)N2C=C(C3=C(N=CN=C32)N)Cl)COC4=CC5=C(C=C4)C=CC(=N5)NC,CCC(=O)Nc1ccc(-c2cncc(NNc3ncccn3)n2)cc1-c1cc(C)cc(Cl)c1,156304121
28800,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=C(N=C54)N(C)C)N)C=C1,CCc1nc(C(C)NC(=O)NCc2cc(-c3c(C)cccc3C)[nH]n2)nn1-c1ccccn1,166039034
28850,C1CC(C1)C2(CC2)NCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccc(N(C(=O)c2ccccc2NC(=O)NCCn2ccc3c2=CCN=3)C2CC2)cc1,156461789
28900,C1CC(C1)CNCC2=CC3=C(N2)C=C(C=C3)CC4=CN(N=N4)C5=CN=CC6=CC=CC=C65,Cc1[nH]c2cc3ccccc3cc2c1-c1nc(C2CCCN(CN3C=CCC3)C2)n[nH]1,156442381
28950,C1CCC(CC1)CNCC2=CN3C=C(N=C3C=C2)CNC(=O)C4=CC(=O)N5C=CC=CC5=C4,CCCN(Cc1ccccc1)C(=O)C=Cc1cccc(NCc2[nH]c(=O)n3ncccc23)c1,163239101
29000,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)NCCOC,Cc1c(C(=O)C(C)(C)C)cnn1-c1ccc(NC(=O)NCc2ccccc2Cc2nc[nH]n2)cc1,156303986
29050,CCCC(=O)C1=CN(C2=NC=NC(=C12)N)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)NC,CC1C(=O)N(c2ccccc2)CCN1C(=O)Nc1ccc(CCCNc2n[nH]c3cc[nH]c23)cc1,156303943
29100,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)CCN(C)C)C=C1,CCc1c(CNc2ncnc3c2CCC3)c[nH]c1C(=O)NCc1nc(C)ccc1Cn1ccnc1,156304022
29150,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)CC6CC6)C=C1,CC1=CCC=C1c1ccc(NC(=O)CCCNc2ccn3nc(-c4ccccc4)nc3n2)cc1,156303981
29200,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC(=O)NC5=NC(=CC=C5)Br,CC(NC(=O)Nc1ccccc1C(=O)Nc1ccnn1C)c1nncn1-c1cccc(Br)c1,156304138
29250,CNC1=NC2=C(C=CC(=C2)CCC3=CN=CC(=N3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)C=C1,Cc1ccc(N2CCC(c3nc(Nc4c[nH]nc4-c4ccccc4)ncc3C#N)CC2)cc1C#N,156304143
29300,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)N(C)C.C(=O)(C(F)(F)F)O,Cc1[nH]c(C(=O)c2ccc(Nc3nc[nH]c3F)cc2)cc1C(=O)N1CCN(C(=O)Nc2c(F)cccc2F)CC1,166635850
29350,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)COC)F)NCCOC,CCc1nc(-c2ccc(-n3nccc(NC(=O)CCNc4ccc(F)c(C)c4C4=CCN=C4)c3=O)cc2)no1,166631910
